ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Segmentation,Specific_food_categories,preferred_activities,Travel_Preferences,Preferred_cuisines,Climate_preference
462876,Male,No,27,No,Doctor,0.0,Low,4.0,D,spicy,cultural,adventure,"Eastern,","mild,"
465333,Female,Yes,37,Yes,Artist,2.0,Low,2.0,C,"cuisine,",scuba,"business,","Eastern,","warm,"
460379,Male,No,35,Yes,Artist,9.0,Low,3.0,A,"food,",cultural,"leisure,",Fusion,cold
462991,Male,No,28,Yes,Healthcare,0.0,Low,1.0,D,"seafood,","surfing,",",","Indian,","mild,"
460307,Male,No,27,No,Entertainment,6.0,Low,2.0,D,spicy,cultural,"leisure,",Middle,cold
464383,Female,Yes,81,Yes,Lawyer,1.0,Low,1.0,C,dishes,scuba,adventure,"Eastern,",cold
467931,Male,No,25,Yes,Doctor,0.0,Low,2.0,D,dishes,"hiking,",adventure,Fusion,"warm,"
466594,Male,Yes,72,Yes,Executive,1.0,High,2.0,C,"food,","shopping,","leisure,",Middle,"mild,"
461200,Female,No,33,Yes,Doctor,0.0,Low,5.0,C,"food,","surfing,",adventure,"Indian,","mild,"
465600,Male,Yes,40,Yes,Engineer,7.0,Low,2.0,B,exotic,tours,adventure,"Indian,","mild,"
459688,Male,No,52,Yes,Artist,3.0,Low,1.0,B,"seafood,","surfing,","leisure,","Eastern,","mild,"
463549,Male,No,23,No,Healthcare,0.0,Low,4.0,D,"cuisine,",scuba,"business,",Middle,cold
466696,Female,Yes,48,Yes,Artist,2.0,Average,4.0,C,exotic,scuba,adventure,Fusion,cold
462906,Female,No,31,No,Healthcare,0.0,Low,4.0,D,"seafood,",scuba,"leisure,",Fusion,cold
461527,Female,No,35,Yes,Artist,1.0,Low,1.0,B,"vegetarian,","hiking,",",",Fusion,cold
461354,Female,No,63,No,Entertainment,0.0,Low,1.0,B,dishes,"diving,","leisure,",Middle,"mild,"
461661,Female,Yes,37,Yes,Artist,7.0,Average,2.0,C,"seafood,","hiking,",",",Fusion,"hot,"
463532,Female,Yes,67,Yes,Artist,9.0,Low,3.0,B,"food,",tours,",","Indian,","mild,"
465627,Female,No,37,Yes,Healthcare,1.0,Low,1.0,B,dishes,"surfing,",adventure,Middle,cold
465242,Male,No,22,No,Healthcare,7.0,Low,4.0,D,"vegetarian,",tours,adventure,"Indian,","mild,"
465170,Female,Yes,46,Yes,Entertainment,4.0,Low,3.0,C,dishes,scuba,adventure,Middle,"hot,"
467359,Male,Yes,41,Yes,Artist,6.0,Average,2.0,C,local,"diving,",adventure,"Eastern,",cold
460415,Female,No,59,Yes,Entertainment,1.0,Low,2.0,A,"seafood,","surfing,",adventure,Fusion,"mild,"
459432,Male,Yes,84,Yes,Lawyer,0.0,Low,3.0,A,exotic,"surfing,",",",Fusion,cold
467141,Male,Yes,50,Yes,Artist,1.0,Low,3.0,A,"food,","surfing,","leisure,","Western,",cold
465035,Female,Yes,74,Yes,Lawyer,12.0,High,2.0,C,"seafood,",cultural,"business,","Chinese,","warm,"
461415,Male,No,48,Yes,Entertainment,0.0,Low,3.0,A,"cuisine,",cultural,adventure,"Chinese,","warm,"
461957,Male,Yes,47,Yes,Entertainment,1.0,Average,4.0,C,"food,","shopping,",adventure,"Western,","mild,"
465523,Female,Yes,45,Yes,Engineer,0.0,High,5.0,C,"vegetarian,",tours,"leisure,","Eastern,","warm,"
465279,Male,Yes,53,Yes,Healthcare,0.0,High,4.0,A,"cuisine,",tours,"leisure,","Indian,","warm,"
463782,Female,No,29,Yes,Artist,8.0,Low,1.0,A,"seafood,","shopping,",adventure,"Chinese,","warm,"
463243,Male,No,19,No,Healthcare,0.0,Low,3.0,D,"seafood,","shopping,","leisure,","Chinese,","warm,"
465489,Female,No,50,Yes,Engineer,1.0,Low,5.0,A,exotic,"shopping,",",",Middle,"hot,"
467100,Female,No,42,Yes,Artist,0.0,Low,1.0,B,exotic,"diving,",",","Eastern,","warm,"
460154,Male,No,29,Yes,Entertainment,8.0,Low,4.0,C,"food,","shopping,",",","Indian,",cold
464030,Male,No,18,No,Entertainment,1.0,Low,4.0,D,"vegetarian,","surfing,",adventure,Middle,"mild,"
463220,Male,Yes,46,No,Engineer,0.0,Average,3.0,B,"cuisine,","hiking,","business,","Chinese,","hot,"
467564,Male,Yes,72,Yes,Artist,0.0,Average,2.0,B,"seafood,","shopping,",",","Eastern,","mild,"
465113,Male,Yes,66,Yes,Lawyer,1.0,High,2.0,C,"food,",tours,adventure,"Chinese,","warm,"
465965,Female,Yes,41,No,Marketing,8.0,Low,2.0,A,"cuisine,",tours,adventure,"Eastern,","mild,"
460907,Male,Yes,82,No,Lawyer,1.0,High,3.0,A,exotic,scuba,adventure,"Western,","warm,"
467314,Male,Yes,43,No,Artist,0.0,Average,2.0,C,"cuisine,","surfing,","leisure,","Eastern,","warm,"
459951,Male,Yes,53,Yes,Artist,0.0,Low,1.0,A,dishes,cultural,"leisure,","Chinese,",cold
467295,Male,No,29,No,Healthcare,0.0,Low,3.0,C,"cuisine,",tours,"business,","Indian,","warm,"
466212,Female,Yes,53,Yes,Artist,0.0,Average,3.0,C,"food,",tours,"business,","Chinese,","hot,"
463533,Female,Yes,87,Yes,Artist,1.0,High,2.0,C,"food,","diving,",",","Chinese,","mild,"
467890,Male,Yes,62,Yes,Entertainment,0.0,Average,4.0,B,spicy,"shopping,","business,","Eastern,","hot,"
467541,Male,Yes,43,Yes,Artist,1.0,High,3.0,A,exotic,"shopping,",",",Middle,"hot,"
460183,Male,No,36,No,Entertainment,8.0,Low,2.0,D,"vegetarian,",cultural,",",Fusion,"mild,"
463634,Female,No,30,Yes,Doctor,0.0,Low,3.0,A,dishes,"diving,",",","Chinese,","warm,"
463100,Female,No,37,No,Homemaker,8.0,Low,1.0,D,dishes,"hiking,","leisure,","Eastern,",cold
460550,Female,Yes,59,Yes,Artist,0.0,Average,4.0,C,local,"diving,",",","Eastern,","hot,"
465867,Female,Yes,35,Yes,Artist,8.0,High,5.0,B,local,"shopping,","leisure,",Fusion,"hot,"
462964,Male,Yes,39,No,Artist,7.0,Average,3.0,C,"seafood,","hiking,",adventure,"Indian,","hot,"
466685,Female,No,19,No,Healthcare,0.0,Low,5.0,D,"vegetarian,","shopping,",adventure,"Eastern,","hot,"
463005,Female,Yes,40,Yes,Homemaker,10.0,Average,2.0,B,spicy,scuba,",","Western,","warm,"
464796,Male,Yes,43,No,Marketing,3.0,High,4.0,A,dishes,"surfing,","business,",Fusion,"hot,"
460682,Male,Yes,43,No,Artist,6.0,Low,2.0,B,"cuisine,",scuba,adventure,Fusion,"mild,"
459744,Male,Yes,29,Yes,Artist,9.0,Average,2.0,B,spicy,scuba,"business,",Fusion,"hot,"
460084,Female,No,27,Yes,Healthcare,1.0,Low,2.0,D,"cuisine,","shopping,",",",Fusion,"hot,"
461119,Female,No,23,No,Healthcare,6.0,Low,3.0,D,local,"surfing,",",","Eastern,",cold
463441,Male,Yes,42,Yes,Artist,8.0,High,4.0,C,exotic,"shopping,",",","Eastern,","warm,"
466971,Male,No,65,Yes,Executive,9.0,Low,3.0,D,"vegetarian,",tours,"business,","Western,",cold
463208,Male,Yes,57,Yes,Executive,1.0,Average,5.0,C,"food,","shopping,",",",Middle,"hot,"
467877,Female,Yes,46,Yes,Artist,0.0,Average,2.0,C,dishes,"shopping,",",",Middle,cold
464471,Male,Yes,30,Yes,Doctor,0.0,Low,3.0,D,"seafood,","hiking,",adventure,"Chinese,","warm,"
467360,Male,Yes,51,Yes,Artist,0.0,Average,4.0,B,dishes,"diving,",",","Western,","warm,"
461576,Male,Yes,39,Yes,Artist,10.0,Low,2.0,C,dishes,"surfing,",",","Western,","hot,"
461966,Female,No,41,Yes,Artist,1.0,Low,1.0,C,"cuisine,","shopping,","business,","Indian,","warm,"
463398,Male,No,29,No,Marketing,9.0,Low,4.0,C,"vegetarian,","shopping,","business,",Middle,"mild,"
466096,Male,Yes,76,Yes,Lawyer,0.0,Low,2.0,B,exotic,scuba,"business,",Middle,"hot,"
461082,Male,No,23,No,Healthcare,8.0,Low,4.0,D,spicy,"shopping,","business,","Indian,","mild,"
465942,Female,Yes,33,Yes,Marketing,8.0,High,2.0,D,"vegetarian,",scuba,"business,","Indian,","mild,"
464354,Female,No,43,Yes,Engineer,3.0,Low,2.0,A,"cuisine,","hiking,","business,","Western,","warm,"
464252,Male,Yes,35,Yes,Artist,1.0,Average,4.0,C,"cuisine,",cultural,adventure,"Western,","warm,"
463463,Male,Yes,32,No,Doctor,0.0,Low,2.0,A,"vegetarian,",cultural,adventure,"Chinese,",cold
465592,Male,Yes,65,Yes,Entertainment,1.0,Low,1.0,B,spicy,scuba,"leisure,","Western,","warm,"
462214,Male,Yes,49,No,Doctor,1.0,Low,2.0,D,exotic,tours,",","Indian,",cold
466707,Female,Yes,48,Yes,Homemaker,1.0,Low,4.0,B,"seafood,","shopping,","leisure,","Western,","warm,"
459956,Female,Yes,39,Yes,Healthcare,8.0,Average,2.0,D,"cuisine,",cultural,",",Middle,cold
460847,Male,No,27,Yes,Artist,1.0,Low,3.0,A,exotic,"hiking,",",","Eastern,",cold
462816,Male,Yes,76,No,Entertainment,0.0,Low,1.0,D,local,"hiking,",adventure,Fusion,cold
461979,Male,Yes,35,Yes,Artist,9.0,Average,2.0,C,dishes,"hiking,",",","Indian,",cold
467170,Male,Yes,35,Yes,Artist,8.0,Low,4.0,A,exotic,scuba,",",Middle,cold
462609,Female,Yes,48,No,Doctor,4.0,Low,1.0,D,spicy,"surfing,",",","Chinese,","warm,"
466332,Male,No,23,No,Healthcare,0.0,Low,3.0,D,"cuisine,","hiking,",adventure,"Eastern,","hot,"
459594,Female,Yes,42,Yes,Artist,5.0,Low,1.0,A,spicy,"diving,",",","Chinese,",cold
464147,Male,Yes,41,Yes,Artist,0.0,High,3.0,C,spicy,"hiking,",",","Chinese,",cold
464119,Male,Yes,36,Yes,Artist,0.0,Average,2.0,C,local,cultural,"leisure,","Western,","mild,"
463310,Male,Yes,60,Yes,Entertainment,0.0,Low,2.0,A,dishes,"surfing,",",","Indian,","warm,"
465706,Female,Yes,46,Yes,Artist,1.0,Average,3.0,C,"food,",scuba,"leisure,","Indian,",cold
466174,Female,No,20,No,Healthcare,8.0,Low,4.0,D,"seafood,","hiking,","leisure,","Chinese,","warm,"
463596,Female,No,31,No,Healthcare,0.0,Low,4.0,C,exotic,"hiking,",adventure,"Indian,",cold
465455,Male,No,26,No,Doctor,0.0,Low,2.0,D,exotic,"surfing,",",","Indian,",cold
462867,Male,Yes,28,No,Artist,1.0,Low,2.0,A,"cuisine,","shopping,",",","Indian,","warm,"
459140,Female,No,18,No,Healthcare,7.0,Low,6.0,D,spicy,"surfing,","leisure,","Chinese,","warm,"
464295,Female,No,30,No,Healthcare,7.0,Low,6.0,C,"food,",cultural,",","Western,","mild,"
460067,Female,No,39,Yes,Entertainment,11.0,Low,1.0,A,dishes,"shopping,",adventure,"Western,","hot,"
467222,Male,Yes,74,Yes,Entertainment,1.0,Average,2.0,A,local,tours,"leisure,",Middle,"warm,"
461482,Female,No,52,Yes,Artist,9.0,Low,1.0,C,"seafood,",scuba,"leisure,","Eastern,","warm,"
463722,Male,Yes,55,Yes,Executive,9.0,High,2.0,C,exotic,tours,"business,","Eastern,","warm,"
462278,Male,No,31,Yes,Healthcare,0.0,Low,4.0,C,"seafood,","surfing,","leisure,","Western,",cold
463799,Female,No,41,Yes,Artist,0.0,Low,4.0,B,local,"shopping,","business,",Middle,"mild,"
464259,Male,Yes,59,Yes,Artist,1.0,Average,4.0,B,spicy,"surfing,","business,","Eastern,","warm,"
467159,Female,Yes,39,Yes,Homemaker,8.0,High,2.0,D,spicy,"surfing,",",",Middle,"mild,"
462003,Male,Yes,79,No,Lawyer,9.0,Low,3.0,D,dishes,"surfing,","business,",Fusion,"hot,"
464298,Male,No,26,No,Doctor,1.0,Low,1.0,A,spicy,cultural,",","Chinese,","hot,"
465039,Female,Yes,88,No,Lawyer,0.0,High,2.0,B,exotic,"surfing,",",",Middle,cold
467973,Female,Yes,66,Yes,Engineer,0.0,Average,3.0,A,"cuisine,","surfing,","business,","Western,","hot,"
461721,Male,No,26,Yes,Entertainment,7.0,Low,5.0,D,"seafood,","surfing,","leisure,","Chinese,",cold
463166,Female,No,41,Yes,Artist,1.0,Low,1.0,A,"seafood,",scuba,"business,",Fusion,"hot,"
465944,Female,Yes,36,No,Engineer,4.0,High,3.0,A,"food,","diving,",",",Middle,"mild,"
461061,Female,No,38,Yes,Engineer,3.0,Low,1.0,B,"cuisine,","surfing,",adventure,"Eastern,","mild,"
463010,Male,Yes,81,No,Executive,0.0,Low,1.0,D,spicy,"hiking,","business,",Fusion,"mild,"
464756,Female,No,25,No,Engineer,5.0,Low,3.0,B,"vegetarian,",tours,"leisure,","Eastern,","mild,"
464006,Male,No,32,No,Healthcare,0.0,Low,5.0,B,spicy,scuba,"business,","Chinese,","hot,"
461206,Male,No,28,Yes,Healthcare,9.0,Low,1.0,D,spicy,"shopping,",adventure,Fusion,"warm,"
466216,Male,No,29,No,Entertainment,1.0,Low,4.0,A,"seafood,",tours,adventure,"Eastern,",cold
463690,Female,No,28,No,Healthcare,7.0,Low,4.0,D,spicy,"diving,",",",Fusion,"mild,"
465929,Male,No,26,Yes,Healthcare,8.0,Low,5.0,D,dishes,scuba,",","Chinese,","mild,"
461736,Male,Yes,47,Yes,Entertainment,1.0,Average,4.0,C,spicy,"hiking,",adventure,"Eastern,",cold
460402,Female,Yes,50,Yes,Doctor,1.0,Low,2.0,A,spicy,tours,"leisure,","Indian,","hot,"
467367,Male,Yes,70,Yes,Lawyer,1.0,Low,2.0,B,dishes,"shopping,","business,",Middle,"mild,"
464918,Male,No,39,No,Artist,1.0,Low,1.0,D,"seafood,","shopping,",",",Middle,"hot,"
461639,Male,Yes,60,Yes,Artist,0.0,Average,2.0,A,"seafood,",cultural,"leisure,","Eastern,","hot,"
464254,Male,Yes,63,Yes,Entertainment,0.0,Average,3.0,C,exotic,"diving,","leisure,",Middle,"warm,"
462579,Female,Yes,68,No,Lawyer,1.0,Low,2.0,B,exotic,"hiking,","leisure,","Chinese,","mild,"
466976,Male,Yes,47,Yes,Artist,0.0,Low,1.0,B,"cuisine,",cultural,",",Middle,cold
467079,Male,Yes,40,Yes,Artist,1.0,Low,2.0,B,"vegetarian,","shopping,",adventure,Fusion,"hot,"
467724,Male,Yes,46,No,Artist,1.0,High,3.0,B,exotic,tours,"business,","Indian,","hot,"
459792,Male,Yes,42,Yes,Artist,6.0,Low,3.0,A,local,"diving,",adventure,Fusion,"hot,"
464789,Female,Yes,48,Yes,Artist,0.0,Average,5.0,B,"cuisine,","shopping,",",","Western,","warm,"
467143,Female,No,53,No,Lawyer,1.0,Low,3.0,D,"vegetarian,",cultural,"business,","Chinese,",cold
464370,Male,Yes,65,Yes,Entertainment,0.0,Average,2.0,B,"food,","hiking,",",",Fusion,cold
459415,Male,No,26,No,Doctor,0.0,Low,4.0,A,"seafood,",cultural,"business,","Indian,",cold
459387,Male,No,35,Yes,Doctor,0.0,Low,1.0,D,"food,","hiking,",adventure,"Indian,","hot,"
467895,Female,No,27,Yes,Healthcare,0.0,Low,4.0,C,spicy,tours,",","Western,","hot,"
459838,Female,Yes,86,No,Lawyer,0.0,High,2.0,C,spicy,tours,",",Fusion,"hot,"
463695,Female,No,30,Yes,Doctor,1.0,Low,4.0,A,dishes,tours,"leisure,","Western,","hot,"
464512,Male,Yes,43,No,Executive,8.0,Low,3.0,A,exotic,"shopping,",adventure,Fusion,"warm,"
467419,Female,Yes,38,Yes,Artist,4.0,Low,1.0,B,"food,",tours,adventure,Middle,"hot,"
462511,Female,Yes,66,Yes,Lawyer,1.0,High,2.0,C,exotic,tours,adventure,Middle,"warm,"
464124,Female,Yes,74,Yes,Doctor,1.0,Low,2.0,B,"seafood,",cultural,"business,","Indian,","hot,"
466194,Male,Yes,89,No,Lawyer,0.0,Low,1.0,A,"seafood,","shopping,",adventure,Fusion,"hot,"
461807,Male,No,30,Yes,Doctor,10.0,Low,4.0,D,"cuisine,","shopping,","leisure,","Eastern,","warm,"
460456,Male,Yes,33,No,Executive,0.0,High,5.0,D,"vegetarian,",scuba,adventure,"Chinese,","mild,"
462932,Female,Yes,37,Yes,Homemaker,3.0,High,3.0,A,"cuisine,","diving,","leisure,",Middle,"mild,"
461297,Male,Yes,69,No,Lawyer,0.0,High,2.0,C,dishes,"shopping,",",","Western,","warm,"
464430,Female,Yes,51,Yes,Engineer,6.0,Average,2.0,C,"cuisine,",tours,"business,",Fusion,"warm,"
459416,Male,No,19,No,Artist,10.0,Low,3.0,A,"food,",scuba,",","Chinese,","warm,"
464743,Male,Yes,45,Yes,Entertainment,0.0,Average,2.0,B,"cuisine,","shopping,","leisure,",Middle,"hot,"
466276,Female,No,32,No,Doctor,0.0,Low,5.0,D,"cuisine,",tours,"leisure,","Western,","mild,"
467829,Female,No,22,No,Doctor,3.0,Low,4.0,D,"food,","surfing,",adventure,"Indian,","warm,"
463813,Female,No,26,No,Engineer,1.0,Low,6.0,A,dishes,"hiking,",adventure,"Indian,",cold
461733,Female,Yes,43,Yes,Artist,0.0,High,3.0,B,"vegetarian,",scuba,adventure,"Eastern,","warm,"
466925,Male,No,19,No,Healthcare,7.0,Low,2.0,D,"seafood,",tours,",","Western,","hot,"
467846,Male,Yes,48,Yes,Artist,1.0,Average,3.0,C,dishes,tours,adventure,"Eastern,","hot,"
459596,Female,Yes,61,Yes,Doctor,1.0,Average,2.0,B,local,"diving,",",","Western,",cold
460597,Female,No,20,No,Marketing,1.0,Low,2.0,D,exotic,tours,"business,","Western,","hot,"
467788,Male,No,22,No,Healthcare,0.0,Low,4.0,D,local,cultural,"business,","Chinese,",cold
467966,Female,No,31,Yes,Entertainment,9.0,Low,3.0,D,exotic,"diving,","business,","Chinese,",cold
464503,Male,No,25,Yes,Artist,9.0,Low,3.0,A,spicy,tours,"leisure,",Middle,cold
460242,Male,Yes,41,Yes,Healthcare,8.0,Low,3.0,C,"food,",cultural,",",Fusion,"mild,"
467014,Male,Yes,36,Yes,Executive,9.0,High,3.0,C,"vegetarian,","shopping,",",","Indian,","warm,"
466637,Male,Yes,48,Yes,Artist,1.0,High,5.0,C,exotic,"surfing,","business,",Middle,"hot,"
462553,Male,No,27,No,Artist,1.0,Low,1.0,B,local,tours,"leisure,","Eastern,","mild,"
459287,Male,No,35,Yes,Lawyer,1.0,Low,1.0,D,dishes,"surfing,",adventure,Middle,"warm,"
464074,Female,Yes,39,Yes,Doctor,0.0,Average,3.0,C,local,"diving,","business,",Middle,"warm,"
463734,Male,Yes,38,No,Executive,0.0,Average,3.0,A,"cuisine,",tours,adventure,"Western,","warm,"
466575,Female,Yes,57,Yes,Artist,7.0,Average,3.0,C,exotic,"shopping,","leisure,","Indian,",cold
459193,Male,No,38,Yes,Artist,1.0,Low,1.0,A,exotic,"surfing,","leisure,","Western,",cold
462143,Male,Yes,80,No,Artist,1.0,Low,2.0,A,"cuisine,","shopping,","business,",Fusion,"hot,"
467140,Male,Yes,61,Yes,Entertainment,9.0,Average,2.0,C,"cuisine,",cultural,"leisure,","Western,",cold
463356,Male,No,29,Yes,Healthcare,5.0,Low,4.0,D,exotic,tours,adventure,"Indian,","warm,"
466797,Female,No,23,No,Healthcare,1.0,Low,4.0,D,exotic,scuba,"business,","Chinese,","hot,"
459234,Female,Yes,83,No,Lawyer,1.0,Low,1.0,D,dishes,"hiking,",",","Western,","hot,"
460442,Male,Yes,37,Yes,Entertainment,0.0,Average,3.0,B,local,"hiking,",adventure,"Indian,","hot,"
463901,Male,Yes,35,No,Artist,0.0,Low,6.0,C,"seafood,","hiking,",adventure,"Eastern,",cold
465494,Male,Yes,41,Yes,Doctor,9.0,Average,2.0,B,dishes,"surfing,",adventure,"Chinese,","mild,"
459239,Male,Yes,81,No,Entertainment,1.0,Low,1.0,A,"seafood,","diving,",",",Fusion,cold
466379,Female,Yes,58,Yes,Homemaker,2.0,Low,1.0,C,"cuisine,","surfing,",",",Middle,"hot,"
464759,Female,No,38,No,Engineer,8.0,Low,1.0,A,spicy,"diving,",",","Eastern,","mild,"
461994,Male,Yes,18,No,Doctor,10.0,Low,2.0,D,"food,",scuba,adventure,"Chinese,","mild,"
461802,Male,No,37,Yes,Artist,1.0,Low,4.0,B,exotic,cultural,adventure,"Indian,","warm,"
462527,Male,Yes,43,No,Artist,4.0,Average,2.0,C,"cuisine,","diving,","leisure,","Eastern,","warm,"
461800,Female,No,36,Yes,Doctor,4.0,Low,1.0,B,local,cultural,"leisure,",Fusion,"mild,"
460933,Female,Yes,76,Yes,Lawyer,0.0,High,2.0,A,"vegetarian,",scuba,",","Chinese,","hot,"
460189,Male,No,33,No,Entertainment,14.0,Low,1.0,D,"seafood,",tours,adventure,Middle,"warm,"
459031,Male,Yes,43,No,Executive,1.0,High,5.0,B,exotic,scuba,adventure,"Indian,","hot,"
464673,Male,Yes,47,No,Executive,1.0,High,7.0,D,"seafood,","hiking,",",","Western,","mild,"
459101,Male,Yes,81,No,Lawyer,8.0,Low,2.0,B,"cuisine,","surfing,",",","Chinese,","warm,"
460136,Male,No,27,Yes,Artist,10.0,Low,3.0,D,"food,","shopping,","business,","Western,",cold
460973,Male,No,29,No,Entertainment,1.0,Low,5.0,D,"seafood,","diving,","leisure,",Fusion,"warm,"
460187,Female,No,38,Yes,Doctor,4.0,Low,3.0,A,"food,",scuba,"business,","Chinese,","warm,"
459700,Male,Yes,37,Yes,Executive,0.0,Average,5.0,B,"seafood,",scuba,",",Middle,"hot,"
464787,Male,No,47,No,Entertainment,1.0,Low,1.0,A,"food,",tours,",","Indian,",cold
462614,Male,Yes,51,No,Entertainment,1.0,Average,5.0,D,dishes,scuba,",","Western,","warm,"
460813,Female,Yes,86,No,Lawyer,1.0,High,2.0,A,"seafood,","shopping,","leisure,","Indian,","warm,"
462698,Female,Yes,56,Yes,Entertainment,1.0,Average,2.0,A,exotic,"hiking,",adventure,"Eastern,",cold
463344,Male,Yes,59,Yes,Artist,3.0,Average,2.0,B,"seafood,","shopping,",",","Chinese,","mild,"
463633,Male,Yes,33,Yes,Doctor,0.0,Average,2.0,B,local,"surfing,","business,","Indian,","hot,"
462317,Female,No,32,No,Entertainment,3.0,Low,6.0,D,"seafood,","surfing,",",",Middle,"warm,"
467353,Male,Yes,26,No,Artist,3.0,Low,2.0,A,dishes,"diving,",adventure,"Chinese,","warm,"
464553,Male,Yes,70,Yes,Artist,1.0,Low,2.0,B,spicy,"surfing,","leisure,","Chinese,","warm,"
463518,Male,Yes,30,No,Executive,5.0,High,4.0,A,"seafood,",tours,adventure,Middle,cold
459711,Male,Yes,37,No,Executive,9.0,High,6.0,D,dishes,"surfing,",",","Chinese,",cold
460788,Female,No,30,Yes,Doctor,0.0,Low,9.0,A,"cuisine,","diving,","leisure,","Indian,","mild,"
459392,Female,No,23,No,Doctor,0.0,Low,3.0,C,spicy,"shopping,",",","Eastern,","mild,"
467887,Female,No,42,Yes,Artist,0.0,Low,2.0,B,"seafood,","surfing,",adventure,"Indian,","warm,"
467743,Male,Yes,48,No,Executive,1.0,High,4.0,B,spicy,tours,",","Chinese,","hot,"
460368,Male,No,28,Yes,Healthcare,0.0,Low,7.0,C,dishes,tours,adventure,"Indian,","warm,"
463126,Female,Yes,65,Yes,Artist,3.0,Average,2.0,C,"food,",cultural,"leisure,",Fusion,cold
467046,Female,No,28,No,Doctor,0.0,Low,5.0,A,local,cultural,adventure,"Eastern,","mild,"
462439,Male,No,18,No,Healthcare,1.0,Low,4.0,D,"seafood,","shopping,",adventure,Fusion,"hot,"
464182,Male,Yes,35,Yes,Artist,4.0,Average,2.0,C,"cuisine,",tours,adventure,Middle,"warm,"
464810,Female,No,27,No,Engineer,1.0,Low,1.0,A,dishes,"shopping,","business,",Fusion,"warm,"
464234,Male,Yes,68,Yes,Entertainment,0.0,Low,3.0,A,"seafood,",scuba,",",Middle,"hot,"
464683,Male,Yes,52,No,Engineer,0.0,Average,6.0,B,spicy,tours,",","Eastern,","hot,"
463349,Male,No,20,No,Healthcare,5.0,Low,5.0,D,local,"diving,","business,",Middle,"warm,"
465866,Male,Yes,35,Yes,Artist,7.0,Low,3.0,D,"seafood,",scuba,adventure,"Western,",cold
465261,Female,No,21,Yes,Healthcare,0.0,Low,4.0,D,"cuisine,","diving,","business,",Fusion,"hot,"
459780,Female,No,42,No,Entertainment,1.0,Low,3.0,A,"cuisine,",cultural,"business,","Indian,","mild,"
462031,Female,Yes,50,Yes,Artist,0.0,Average,2.0,C,exotic,scuba,",",Fusion,"hot,"
463941,Female,No,32,No,Artist,1.0,Low,6.0,D,dishes,"diving,",",","Indian,","hot,"
466842,Male,No,19,No,Healthcare,8.0,Low,5.0,D,dishes,"surfing,",adventure,"Chinese,","hot,"
459014,Male,No,22,No,Healthcare,0.0,Low,4.0,D,exotic,cultural,"leisure,",Fusion,cold
462420,Male,No,27,Yes,Healthcare,1.0,Low,3.0,C,dishes,"shopping,","leisure,",Middle,"mild,"
465250,Male,No,22,No,Healthcare,0.0,Low,4.0,D,"vegetarian,","shopping,",",","Chinese,","mild,"
466513,Female,Yes,55,Yes,Artist,1.0,Average,3.0,B,"seafood,",cultural,",","Eastern,","warm,"
461791,Female,No,22,No,Lawyer,8.0,Low,1.0,D,local,tours,"business,","Chinese,","mild,"
464586,Female,No,46,Yes,Artist,1.0,Low,1.0,B,"food,",tours,adventure,"Eastern,","warm,"
461391,Male,Yes,65,Yes,Entertainment,3.0,Low,3.0,C,exotic,scuba,adventure,"Western,","mild,"
466658,Female,No,18,No,Healthcare,0.0,Low,4.0,D,dishes,cultural,adventure,"Western,","warm,"
459728,Female,Yes,53,Yes,Artist,2.0,Average,4.0,C,local,"shopping,",adventure,Middle,"mild,"
462219,Male,Yes,59,No,Executive,0.0,Low,5.0,B,"food,",tours,"business,","Indian,",cold
467553,Female,No,32,Yes,Healthcare,8.0,Low,3.0,D,local,tours,"leisure,","Western,",cold
459655,Male,Yes,39,Yes,Artist,1.0,Average,3.0,B,"seafood,",tours,"leisure,","Eastern,","mild,"
462182,Male,Yes,88,No,Artist,7.0,Low,1.0,D,"seafood,","hiking,",adventure,"Western,","warm,"
459119,Male,Yes,61,Yes,Executive,9.0,High,3.0,C,dishes,"hiking,","leisure,",Fusion,cold
460721,Male,No,21,No,Healthcare,1.0,Low,4.0,D,"cuisine,",scuba,"business,",Middle,"hot,"
459517,Male,No,31,Yes,Healthcare,1.0,Low,4.0,D,"cuisine,","shopping,",",","Western,",cold
461441,Male,Yes,58,Yes,Artist,1.0,Average,4.0,C,spicy,"shopping,",",","Eastern,",cold
465390,Female,No,27,Yes,Marketing,3.0,Low,3.0,D,spicy,tours,"leisure,",Fusion,"hot,"
466160,Female,Yes,51,Yes,Engineer,1.0,Average,2.0,C,"cuisine,","hiking,",",",Middle,"mild,"
463842,Female,Yes,48,Yes,Engineer,0.0,High,4.0,B,exotic,"diving,",adventure,"Western,",cold
465902,Male,No,25,Yes,Executive,3.0,Low,3.0,D,"cuisine,","shopping,","business,","Chinese,","mild,"
467034,Male,Yes,89,No,Executive,0.0,High,2.0,A,"food,",cultural,"business,",Middle,"mild,"
465747,Female,No,40,Yes,Artist,6.0,Low,1.0,C,dishes,"diving,","leisure,",Fusion,cold
464203,Male,No,56,Yes,Artist,2.0,Low,1.0,B,dishes,"hiking,","leisure,",Fusion,"mild,"
462373,Male,Yes,36,Yes,Entertainment,9.0,High,3.0,B,exotic,cultural,"leisure,","Western,",cold
465364,Female,No,38,Yes,Doctor,5.0,Low,5.0,A,dishes,"surfing,","leisure,","Chinese,","hot,"
